	Rn	Rp	Rtotal	Tc_average	Tc_cooling	Tc_warming	bias_freq	physical_name
0136.2.1.1856	1.5517621684993805	0.3135625857179354	1.865324754217316	0.4349277430190749	0.42655462291522284	0.44330086312292694	1856384.2820003629	153.90.x
0136.2.1.1904	1.580004671632743	0.3766454586517699	1.9566501302845127	0.41843548902909056	0.41006823224320854	0.4268027458149725	1903228.7644222379	153.90.y
0136.2.1.1940	1.4880247851408153	0.3028740154430849	1.7908988005839002	0.437493095503404	0.42912287346942435	0.44586331753738356	1939163.2126644254	150.90.y
0136.2.1.2008	1.2147243503618055	0.28982800459576546	1.504552354957571	0.4326882420277401	0.4243128224268151	0.44106366162866506	2007064.8239925504	128.90.x
0136.2.1.2024	1.5720208527576351	0.32297206145056095	1.894992914208196	0.4405116352210937	0.43213648608515953	0.44888678435702783	2023086.5525081754	128.90.y
0136.2.1.2070	1.4182017054021543	0.3139460463219563	1.7321477517241106	0.436075300443561	0.4276897652077025	0.4444608356794196	2070312.5046566129	134.90.y
0136.2.1.2106	1.459725613202081	0.32922608516719437	1.7889516983692755	0.4298563236864008	0.42148324200218923	0.4382294053706124	2106094.3650081754	134.90.x
0136.2.1.2146	1.5127169770377535	0.3771636634065478	1.8898806404443014	0.43666828784489164	0.4282498671562731	0.4450867085335101	2146148.686297238	149.90.x
0136.2.1.2176	1.6203020404667736	0.3856756978888415	2.005977738355615	0.43879516432416155	0.4304486571359263	0.44714167151239687	2176284.7946956754	149.90.y
0136.2.1.2204	1.5819753740334257	0.3774259268150107	1.9594013008484363	0.4397082317794866	0.43135561613962636	0.4480608474193468	2203292.8513363004	146.90.y
0136.2.1.2260	1.2852723726090332	0.3690393278805347	1.6543117004895678	0.4414455107060743	0.43310030749471906	0.4497907139174296	2259292.6071956754	132.90.y
0136.2.1.2318	1.585174160320261	0.3922042911281636	1.9773784514484245	0.4373530357216958	0.4289496278321696	0.44575644361122196	2318954.4724300504	132.90.x
0136.2.1.2372	1.4583493261666272	0.3857592287623223	1.8441085549289495	0.43613129421747987	0.4277998540693204	0.44446273436563927	2372055.0583675504	130.90.y
0136.2.1.2400	1.754281418137712	0.4202800293297673	2.1745614474674793	0.44033783077891403	0.43202994581748655	0.4486457157403415	2399673.4665706754	130.90.x
0136.2.1.2452	-0.00873369944677771	1.055725591611889	1.0469918921651113	0.5504196435574684	0.5506293545106615	0.5502099326042753	2452545.170672238	lc_resistor
0136.2.1.2476	1.610098988072786	0.4132524477222014	2.0233514357949876	0.44130108085002234	0.4329685349064505	0.4496336267935942	2476272.5876644254	150.150.y
0136.2.1.2534	1.4586223940057885	0.36002088336264026	1.8186432773684287	0.4400507593007347	0.43168026689945693	0.44842125170201247	2533798.2224300504	150.150.x
0136.2.1.2570	1.6474666291942288	0.4222142196669706	2.0696808488611995	0.442076471986381	0.43372913543264247	0.4504238085401195	2570343.022234738	148.150.x
0136.2.1.2626	1.337352777755759	0.3444359265874281	1.6817887043431872	0.44186314006346505	0.43355298921643737	0.45017329091049274	2625274.662859738	148.150.y
0136.2.1.2664	1.514580018622675	0.4065260532451802	1.9211060718678552	0.4464633924445237	0.4382112552084294	0.45471552968061807	2663192.7536800504	146.150.y
0136.2.1.2690	1.730264077434212	0.42126869030094166	2.1515327677351537	0.443416154970753	0.43511018101470356	0.4517221289268024	2690429.692156613	146.150.x
0136.2.1.2752	1.4358473982417324	0.3529723025491944	1.7888197007909268	0.4394554076089072	0.4311228896272752	0.4477879255905393	2751235.9665706754	134.150.x
0136.2.1.2806	1.38877712501812	0.34653402128002436	1.7353111462981443	0.4382781445242009	0.4299039496170636	0.44665233943133814	2806930.5466488004	134.150.y
0136.2.1.2830	1.469016504284288	0.35916066462965873	1.8281771689139468	0.44062190523571954	0.43227821856298476	0.4489655919084543	2829284.672625363	130.150.y
